#,Name,Type,Title,Outlet,Semester
42,"Bowen, Jeffrey Michael",Creative Production,"Honoring Karen Owens, CFRE",Association of Fundraising Professionals (AFP) Cleveland Newsletter,Summer 2021
43,"Bowen, Jeffrey Michael",Creative Production,Expert Opinions: Donating Time & Money ,WalletHub: November 2022 ,Fall 2022
44,"Bowen, Jeffrey Michael",Creative Production,Air Show,Ohio Bards Anthology,Spring 2023
45,"Bowen, William M",Journal Publication,Rhetoric and Reality: Jobs and the Energy Provisions of the American Recovery and Reinvestment Act.  ,Energy Policy,Summer 2020
46,"Bowen, William M",Review,"Review of William M. Bowen and Robert E. Gleeson, The Evolution of Human Settlements: From Pleistocene Origins to Anthropocene Prospects",The American Society for Public Administration,Summer 2021
47,"Braziunaite, Ramune",Presentation,"Womentoring: I am so Tired – Life Beyond Zoom Fatigue: The Good, the Bad, and the Ugly",National Communication Association Annual Conference,Fall 2021
48,"Braziunaite, Ramune",Presentation,Female Soldiers in Abu Ghraib Torture Scandal,Lightening Talks. Women’s and Gender Studies,Spring 2022
49,"Braziunaite, Ramune",Presentation,"Womentoring/ Womxntoring- What to expect in a Campus visit/ How to Interview Effectively. Presented to Women’s Caucus of National Communication Association Convention, New Orleans, LA.",National Communication Association Convention,Fall 2022
50,"Braziunaite, Ramune",Presentation,Honoring PLACE and Creating Space for Mentorship and Community-Building in the International and Intercultural Communication Division., National Communication Association Convention,Fall 2022
51,"Buckley, Mary Frances",Other,The Cleveland Teaching Collaborative,"Imagined, Developed and Launched the Cleveland Teaching Collaborative",Summer 2020
52,"Buckley, Mary Frances",Presentation,From Passion to Purpose: Creating Spaces with Youth for Connection and Confluence. ,National Council for Teachers of English Annual Convention ,Fall 2020
53,"Buckley, Mary Frances",Presentation,"Too many books, too little time: Examining frameworks for text selection and instructional design from multiple perspectives",International Literacy Association ,Fall 2020
54,"Buckley, Mary Frances",Other,School-Based YPAR Hub,Google Sites,Fall 2020
55,"Buckley, Mary Frances",Presentation,"Intersections of Politics, Civic Engagement, and Social Justice. ",National Council of Teachers of English Annual Convention ,Fall 2020
56,"Buckley, Mary Frances",Presentation,The Cleveland Teaching Collaborative: Building Spaces for Collective Care and Collaboration,OpenCon Cleveland,Spring 2021
57,"Buckley, Mary Frances",Presentation,Making Sense of Youth Sense-Making,American Educational Research Association (AERA),Spring 2021
58,"Buckley, Mary Frances",Other,Campus Conference: A Youth Research Symposium ,Academic Conference,Spring 2021
59,"Buckley, Mary Frances",Poster Presentation,Youth Participatory Action Research in a Remote Teaching Context,Cleveland State University Provost's Teaching Summit,Spring 2021
60,"Buckley, Mary Frances",Other,YPAR In School: A Resource Hub,,Summer 2021
61,"Buckley, Mary Frances",Journal Publication,Old Dogs Try New Tricks: Exploring Veteran Teachers' Exploring Veteran Teachers’ Collaborative Action Research Experiences through a School-University Partnership,Canadian Journal of Action Research ,Fall 2021
62,"Buckley, Mary Frances",Presentation,What is Equity in Youth-Led Data Analysis?: Centering Youth Perspectives in all Phases of YPAR,National Council of Teachers of English Annual Convention,Fall 2021
63,"Buckley, Mary Frances",Presentation,Sticky Realities: Examining Youth Perspectives on Data Collection in School-Based YPAR,Literacy Research Association Annual Meeting,Fall 2021
64,"Buckley, Mary Frances",Journal Publication,Youth Research for Social Action: A Community Collaborates,Journal of Literacy Innovation,Spring 2022
65,"Buckley, Mary Frances",Creative Production,5th Annual Campus Conference: A Youth Research Symposium ,Youth Research Conference at Cleveland State University ,Spring 2022
66,"Buckley, Mary Frances",Other,English Language Arts Educator of the Year Award,Ohio Council for Teaching English Language Arts,Spring 2022
67,"Buckley, Mary Frances",Presentation,A K-12 School-University Partnership: A Collaborative Action Research Initiative as A Professional Development Opportunity to Promote Student Learning and Active Engagement,Midwest Educational Research Association Annual Conference,Fall 2022
68,"Buckley, Mary Frances",Presentation,Curation as Pedagogical Approach: Examining the Literacies of Curation in a High School and University,Literacy Research Association Annual Meeting,Fall 2022
69,"Buckley, Mary Frances",Presentation,Designing and Analyzing an Educator Innovation Hub for the Future of Teaching and Learning,National Council of Teachers of English Annual Convention,Fall 2022
70,"Buckley, Mary Frances",Other Teaching Materials,YPAR in School ,"CSU, Campus International High School, Cleveland Metropolitan School District",Fall 2022
71,"Buckley, Mary Frances",Presentation,Understanding Teachers’ Experiences of School-Based Youth Participatory Action Research (YPAR),American Educational Research Association Annual Meeting,Spring 2023
72,"Buckley, Mary Frances",Creative Production,6th Annual Campus Conference: A Youth Research Symposium ,"CSU, Martha Holden Jennings Foundation, US Department of Education (IES & EIR) ",Spring 2023
73,"Buckley, Mary Frances",Other,American Educational Research Association SIG Grassroots Community and Youth Organizing: Impact Award ,American Educational Research Association,Spring 2023
74,"Caughey, Melanie Ann",Journal Publication,Validation of instruments for measuring affective outcomes in gifted education. ,Journal of Advanced Academics,Fall 2020
75,"Caughey, Melanie Ann",Chapter,Advanced Placement and International Baccalaureate programs. ,Critical issues and practices in gifted education: What the research says,Fall 2020
76,"Caughey, Melanie Ann",Journal Publication,Identifying and serving gifted and talented students: Are identification and services connected?,Gifted Child Quarterly,Spring 2021
77,"Caughey, Melanie Ann",Chapter,Fidelity of implementation in rural studies. ,Gifted education in rural schools: Developing place-based interventions.,Spring 2021
78,"Chan, Paula E",Presentation,The experiences of student teachers with disabilities,Teacher Education Division,Fall 2020
79,"Chan, Paula E",Journal Publication,Online Accessibility for Students with Disabilities in Higher Education,Education Law Into Practice,Fall 2020
80,"Chan, Paula E",Journal Publication,Evaluating reliability of high school students’ functional assessment interview responses. ,Journal of Applied School Psychology,Fall 2020
81,"Chan, Paula E",Presentation,Empowering students across the spectrum: Promoting student voice through behavior interventions,Geneva Centre for Autism’s International Symposium on Autism,Fall 2020
82,"Chan, Paula E",Presentation,Accommodating students with disabilities in higher education,Education Law Association,Fall 2020
83,"Chan, Paula E",Presentation,Developing legally compliant FBAs,Council for Exceptional Children,Spring 2021
84,"Chan, Paula E",Chapter,The Americans with Disabilities Act ,Special education law and policy: From foundation to application,Spring 2021
85,"Chan, Paula E",Presentation,Hot topics in disability law,Council for Exceptional Children,Spring 2021
86,"Chan, Paula E",Chapter,Transition,Developing Educationally Meaningful and Legally sound IEPs,Summer 2021
87,"Chan, Paula E",Journal Publication,Handcuffed in school: Legal and practice considerations,Advances in Neurodevelopmental Disorders,Summer 2021
88,"Chan, Paula E",Journal Publication,Avoiding Discrimination litigation with teachers with disabilities: A litigation review,NASSP Bullitan,Summer 2021
89,"Chan, Paula E",Journal Publication,Firearms and Home-Based ABA Services: Considerations for Safe Practice,Behavior Analysis in Practice,Fall 2021
90,"Chan, Paula E",Other,Amicus Brief for EW v. Detroit Public Schools,6th Cir. Court,Fall 2021
91,"Chan, Paula E",Journal Publication,Litigation on Accommodating Teachers with Disabilities,Journal of Disability Policy Studies,Fall 2021
92,"Chan, Paula E",Presentation,Hot topics in disability law panel,Education Law Association ,Fall 2021
93,"Chan, Paula E",Presentation,Firearms and Home-based ABA Services: Considerations for Safe Practice,"Invited Presentation, Oregon Association for Behavior Analysis",Summer 2022
94,"Chriss, James",Chapter,Jurgen Habermas and Theory of Communicative Action,Goffman-Handbuch,Fall 2022
95,"Chriss, James",Book,Social Control: An Introduction (3rd. ed),Polity Press,Fall 2022
96,"Chriss, James",Chapter,Criminology,Goffman-Handbuch,Fall 2022
97,"Chriss, James",Chapter,"Rationalization, Science, and Politics: A Sociological Fable",The Future of Sociology,Fall 2022
98,"Chriss, James",Journal Publication,Improving Drug Courts: A Preliminary Study,Academicus,Spring 2023
99,"Clonan-Roy, Katherine L",Book,"Migration Narratives: Diverging Stories in Schools, Churches, and Civic Institutions",Bloomsbury Academic,Summer 2020
100,"Clonan-Roy, Katherine L",Chapter,Developing Organizations with Gender and Queer Inclusive Cultures,Critical Leadership Praxis: Leading in and through Challenge and Transformation,Summer 2020
101,"Clonan-Roy, Katherine L",Other,Closing the Gap: Understanding How Girls of Color Become Leaders,Girls Leadership,Summer 2020
102,"Clonan-Roy, Katherine L",Journal Publication,Safe Rebellious Spaces: The Value of Informal Spaces in Schools to Combat the Emotional Silencing of Youth of Color,International Journal of Qualitative Studies in Education,Summer 2020
103,"Clonan-Roy, Katherine L",Presentation,"Youth, Schools, and Mental Health","Invited Presentation at the University of Pennsylvania, Graduate School of Education",Fall 2020
104,"Clonan-Roy, Katherine L",Journal Publication,"Making language ‘academic’: language ideologies, enregisterment, and ontogenesis.",Language and Education,Fall 2020
105,"Clonan-Roy, Katherine L",Journal Publication,The Silencing of LGBTQ+ Identities in Middle and High School Health Education Textbooks,Contemporary School Psychology,Fall 2020
106,"Clonan-Roy, Katherine L",Journal Publication,Interethnic Relations and Local Politics in an American Town,Academia Letters,Fall 2020
107,"Clonan-Roy, Katherine L",Presentation,Gender and Sexuality in Youth Development,"Invited presentation at the University of Pennsylvania, Graduate School of Education",Fall 2020
108,"Clonan-Roy, Katherine L",Presentation,Developing Educational Organizations with Queer and Gender-Inclusive Cultures,"American Educational Research Association, Annual Meeting - Virtual Conference",Spring 2021
109,"Clonan-Roy, Katherine L",Presentation,Experiences of Hypervisibility and Invisibility for Girls of Color in Elite Independent Schools. ,"American Educational Research Association, Annual Meeting - Virtual Conference",Spring 2021
110,"Clonan-Roy, Katherine L",Presentation,Using Equity Inquiries to Develop Anti-Racist Communities,Virtual Educating Girls Symposium,Spring 2021
111,"Clonan-Roy, Katherine L",Presentation,Examining the Developmental Assets That LGBTQ+ Youth Deploy in Sex Education Spaces,"American Educational Research Association, Annual Meeting - Virtual Conference",Spring 2021
112,"Clonan-Roy, Katherine L",Presentation,Caring for Youth Participants: A Rationale for Care-Based Research Methodologies,"American Educational Research Association, Annual Meeting - Virtual Conference",Spring 2021
113,"Clonan-Roy, Katherine L",Presentation,Supporting the Needs of BIPOC Girls in Independent Schools: A Toolkit of Recommendations,National Coalition of Girls’ Schools,Summer 2021
114,"Clonan-Roy, Katherine L",Presentation,Intersectionality and Critical Qualitative Perspectives,Lunch and Learn,Fall 2021
115,"Clonan-Roy, Katherine L",Presentation,"Promoting Critical Competencies and Supporting Black, Indigenous, and People of Color Youth in Independent All-Girls Schools.","American Educational Research Association, Annual Meeting",Spring 2022
116,"Clonan-Roy, Katherine L",Presentation,Invited Division G Vice Presidential Session: The Impact of External Funding on Education Systems,"American Educational Research Association, Annual Meeting",Spring 2022
117,"Clonan-Roy, Katherine L",Presentation,"Oppressive Curricula and Youth Development of Critical, Adaptive Competencies",Guest Lecture in CSU's EDU 805,Spring 2022
118,"Clonan-Roy, Katherine L",Chapter,Intervening Through Intimate Inquiry with Youth,Care-Based Methodologies: Reimagining Qualitative Research with Youth in US Schools,Spring 2022
119,"Clonan-Roy, Katherine L",Presentation,White Parents and Caregivers’ Perceptions of Equity and Antiracism Work at an Independent School. ,"American Educational Research Association, Annual Meeting",Spring 2022
120,"Clonan-Roy, Katherine L",Presentation,Curriculum Violence in School Based Sex Education for Sexual and Gender Diverse Students,National Association for Multicultural Education (NAME),Spring 2022
121,"Clonan-Roy, Katherine L",Presentation,The Consequences of Not Practicing Anti-Racism in Schools,National Association of Multicultural Education,Spring 2022
122,"Clonan-Roy, Katherine L",Book,Care-Based Methodologies: Reimagining Qualitative Research with Youth in US Schools,Bloomsbury Press,Summer 2022
123,"Clonan-Roy, Katherine L",Presentation,Curriculum Violence in School Based Sex Education for Sexual and Gender Diverse Students,"American Educational Studies Association, Annual Meeting",Fall 2022
124,"Clonan-Roy, Katherine L",Presentation,The Consequences of Not Practicing Anti-Racism in Schools.,American Educational Studies Association Annual Meeting,Fall 2022
125,"Clonan-Roy, Katherine L",Presentation,"Learning from Students’ Voices at Saint Joseph Academy: Diversity, Equity, Inclusion & Belonging","Presentation of findings to the Diversity, Equity, Inclusion, & Belonging Taskforce",Fall 2022
126,"Clonan-Roy, Katherine L",Presentation,"Learning from Students’ Voices at Saint Joseph Academy: Diversity, Equity, Inclusion & Belonging",Presentation of findings to the Board of Directors,Fall 2022
127,"Clonan-Roy, Katherine L",Presentation,Supporting BIPOC Youth and Leveraging Their Strengths Through Equity in Education,National Association of Independent Schools (NAIS) People of Color Conference,Fall 2022
128,"Clonan-Roy, Katherine L",Presentation,Caring as Research Praxis: Engaging in Critical Qualitative Methodologies with Youth in Schools,American Educational Studies Association Annual Meeting,Fall 2022
129,"Clonan-Roy, Katherine L",Presentation,"Shocked, Disappointed, and Feeling Left Out: Asian American Parents and Caregivers’ Responses to Diversity, Equity, Inclusion, and Antiracism at an Independent School","American Educational Research Association (AERA), Annual Meeting",Spring 2023
130,"Clonan-Roy, Katherine L",Presentation,Teaching and Learning Critical Care-Based Research Methodologies: Training the Next Generation of Qualitative School-Based Researchers,"American Educational Research Association (AERA), Annual Meeting",Spring 2023
131,"Clonan-Roy, Katherine L",Presentation,"Oppressive Curricula and Youth Development of Critical, Adaptive Competencies","Guest Lecture in a Gender & Education course at the University of Pennsylvania, Graduate School of Education",Spring 2023
132,"Clonan-Roy, Katherine L",Presentation,“There’s Reasons Why I’m Extra”: Constructions of Strength and Resilience of BIPOC Girls in Schools,American Educational Research Association (AERA) ,Spring 2023
133,"Clonan-Roy, Katherine L",Presentation,Curriculum Violence in School-Based Sex Education for Sexual and Gender-Diverse Students,"American Educational Research Association (AERA), Annual Meeting",Spring 2023
134,"Clonan-Roy, Katherine L",Presentation,"Oppressive Curricula and Youth Development of Critical, Adaptive Competencies",Invited Presentation in EDU 805: Cultural Foundations,Spring 2023
135,"Clonan-Roy, Katherine L",Presentation,Introduction to Qualitative Analysis Software,Invited presentation in EDU 808: Advanced Qualitative Research,Spring 2023
136,"Clonan-Roy, Katherine L",Presentation,Supporting BIPOC Youth and Leveraging Their Strengths Through Equity in Education,"University of Pennsylvania, Graduate School of Education, Coalition for Educational Equity Professional Development Workshops",Spring 2023
137,"Clonan-Roy, Katherine L",Presentation,Using Equity Inquiry Coaching Practices to Transform School Culture,"University of Pennsylvania, Graduate School of Education, Consortium for Educational Equity Professional Development Workshops",Spring 2023
138,"Clonan-Roy, Katherine L",Presentation,Creating Culturally Responsive School Leadership Competencies,Professional Development Session for Academic Leaders at the Breck School,Spring 2023
139,"Clonan-Roy, Katherine L",Presentation,Academic Leadership Team Competency Revision Work,Professional Development Session for the Academic Leadership Team at the Breck School,Spring 2023
140,"Corrigan, Diane G",Presentation,MUST Action Research Presentations,CMSD Professional Development Sessions,Spring 2022
141,"Corrigan, Diane G",Other,Chinese Licensure Track in the MUST Program,Cleveland State University,Spring 2022
142,"Corrigan, Diane G",Presentation,MUST Action Research Presentations,Parma Schools Professional Development Sessions,Spring 2022
143,"Corrigan, Diane G",Presentation,MUST Action Research Presentations,Euclid City School District,Spring 2022
144,"Corrigan, Diane G",Other,Chinese LIcensure Program added to the MUST program,,Summer 2022
145,"Drcar, Stephanie S J",Presentation,Podcast pedagogy & practice,"Ohio Association for Counselor Education and Supervision, Summer Webinar Series",Summer 2020
146,"Drcar, Stephanie S J",Journal Publication,Unique Histories and Unified Futures: Future Trends for Human Services Graduates Entering Psychotherapy Fields ,Journal of Human Services,Summer 2020
147,"Drcar, Stephanie S J",Presentation,Equity and inclusion for first-generation students,Dean's Diversity Committee Workshop Series,Spring 2021
148,"Drcar, Stephanie S J",Presentation,Multiculturally competent supervision: Using the Johari window to push your envelope forward. ,Ohio Counseling Association Spring Conference,Spring 2021
149,"Drcar, Stephanie S J",Presentation,Understanding gender microaggressions and the “scapegoating of femininity” ,Dean's Diversity Committee Workshop Series,Spring 2021
150,"Drcar, Stephanie S J",Journal Publication,"Spiritual and Religious Support for Underrepresented First-Generation, Low-Income (UFGLI) Students",Religions,Summer 2021
151,"Drcar, Stephanie S J",Presentation,The Future is Now: Applying Current Trends to Educate the Next Generation’s Counselors,Association for Counselor Education and Supervision Bi-Annual Conference,Summer 2021
152,"Drcar, Stephanie S J",Journal Publication,Unique histories and unified futures: Future trends for human services graduates entering psychotherapy fields,The Journal of Human Services,Summer 2021
153,"Drcar, Stephanie S J",Presentation,Bi-erasure: An intersectional examination of the clinical needs and experiences of clients who identify as bisexual,All Ohio Counselors Conference,Fall 2021
154,"Fletcher, Bobby Joe",Other,"Cuyahoga County Grocery Store Assessment, 2023",,Spring 2023
155,"Fletcher, Bobby Joe",Other,The Women and Children’s Status Report: Tennessee and Shelby County. With a Special Look at Women’s Philanthropy in Shelby County.,,Spring 2023
156,"Fletcher, Bobby Joe",Journal Publication,“Is It Worth It”: The Lived Experience of Food Insecurity among College Students at a Midwestern University System,Food Studies: An Interdisciplinary Journal,Spring 2023
157,"Francis, Linda E",Journal Publication,The Affective Self: The Perserverence of Self-Sentiments in Late-Life Dementia,Social Psychology Quarterly,Summer 2020
158,"Francis, Linda E",Presentation,Programming Affect as Memory:  Creating Virtual Interaction Profiles to Confirm Self-Sentiments in Dementia Care,American Sociological Association Annual Meeting,Summer 2020
159,"Francis, Linda E",Poster Presentation,A Virtual Interaction Program for Caregivers of Persons with Dementia (VIPCare): Preserving a sense of self using artificial intelligence,Alzheimer's Association International Conference,Spring 2022
160,"Francis, Linda E",Journal Publication,Bereavement Adaptation as Deflection Reduction,American Behavioral Scientist,Spring 2022
161,"Francis, Linda E",Journal Publication,VIPCare: Understanding the Support Needed to Create Affective Interactions between New Caregivers and Residents with Dementia,Journal of Rehabilitative and Assistive Technologies Engineering,Spring 2022
162,"Francis, Linda E",Presentation,Quality of Relationships and Caregiver Burden: A Longitudinal Study of Caregivers for Advanced Cancer Patients,American Sociological Association Meetings,Spring 2023
163,"Francis, Linda E",Presentation,Preserving the self with artificial intelligence: Implementing VIPCare—A Virtual Interaction Program for Dementia Caregivers,American Sociological Association Meetings,Spring 2023
164,"Francis, Linda E",Presentation,Family Networks and Wellbeing of Caregivers for Economically Disadvantaged Advanced Cancer Patients,North Central Sociological Association Meetings,Spring 2023
165,"Galletta, Anne M",Journal Publication,Encuentros: Decolonizing the academy and mobilizing for justice,Qualitative Inquiry,Summer 2020
166,"Galletta, Anne M",Journal Publication,A tightly wound braid: Forces of opportunity and exclusion within an era of school choice legislation,Journal of Urban Affairs,Fall 2020
167,"Galletta, Anne M",Journal Publication,"Press for Accountability at the Nexus of Resilience, Estrangement, Hope, and Inequity",Journal of Urban Affairs,Fall 2020
168,"Galletta, Anne M",Chapter,"Participatory Action Research as Movement Toward Radical Relationality, Epistemic Justice, and Transformative Intervention: A Multivocal Reflection","APA Handbook of Research Methods in Psychology, Second Edition, Volume 2.",Summer 2022
169,"Ganning, Joanna P",Journal Publication,Transit Oriented Development and Retail: Is Variation in Success Explained by a Gap Between Theory and Practice?,Transportation Research D,Summer 2020
170,"Ganning, Joanna P",Presentation,Transit Oriented Development and Retail: Is Variation in Success Explained by a Gap between Theory and Practice?,Transportation Research Board Webinar Series: TOD and Urban Development,Fall 2020
171,"Ganning, Joanna P",Presentation,The Online Marketplace: A Zero-Order City?,Association of Collegiate Schools of Planning Annual Conference,Fall 2020
172,"Ganning, Joanna P",Journal Publication,Real Estate Development and Economic Development Planning Education: Pragmatic Turn or Trojan Horse? ,Journal and Planning Education and Rearch,Fall 2020
173,"Ganning, Joanna P",Presentation,Inconvenient Truths About Suburbanization without Growth,Levin Forum,Fall 2020
174,"Ganning, Joanna P",Presentation,WOMXN/NON-MEN/NON-BINARY LEADERSHIP IN ECONOMIC DEVELOPMENT PLANNING EDUCATION AND RESEARCH,Association of Collegiate Schools of Planning,Fall 2021
175,"Ganning, Joanna P",Presentation,Doctoral Education and the Academic Job Market in Planning,Association of Collegiate Schools of Planning,Fall 2021
176,"Ganning, Joanna P",Journal Publication,The Online Marketplace: A Zero-Order City?,Growth & Change,Fall 2021
177,"Ganning, Joanna P",Journal Publication,Doctoral Education and the Academic Job Market in Planning,Journal of Planning Education and Research,Spring 2022
178,"Ganning, Joanna P",Presentation,VirbrantNEO: Review and Updates on Our Region (invited talk),"Northeast Ohio City Council Association. May 19, 2022, Independence, OH. ",Summer 2022
179,"Goodell, Joanne Elizabeth",Chapter,Examining UTeach graduates' employment choices: Outlining a research agenda,Preparing STEM teachers: A replication model,Fall 2020
180,"Goodell, Joanne Elizabeth",Chapter,Derivatives of the standard model,Preparing STEM teachers: A replication model,Fall 2020
181,"Goodell, Joanne Elizabeth",Presentation,Teaching with digital tools and applications,20th Annual Hawaii International Conference on Education,Spring 2022
182,"Goodell, Joanne Elizabeth",Poster Presentation,Faculty professional development for emergency remote teaching in higher education,20th annual Hawaii International Conference on Education,Spring 2022
183,"Goodell, Joanne Elizabeth",Presentation,FSSB and family-friendly policy attitudes among tenure-track faculty,Annual Conference,Spring 2022
184,"Goodell, Joanne Elizabeth",Presentation,"Department chairs as change agents, Cleveland State University’s ADVANCE adapt project",3rd Dismantling Bias in Organizational Conference,Spring 2022
185,"Goodell, Joanne Elizabeth",Chapter,Faculty learning about teaching large online classes remotely: Reflections of faculty developers,Teaching large online and blended classes,Spring 2022
186,"Graff, Michelle",Journal Publication,"Which households are energy insecure? An empirical analysis of race, housing conditions, and energy burdens in the United States",Energy Research & Social Science,Fall 2021
187,"Graff, Michelle",Journal Publication,Climate change and energy insecurity: a growing need for policy intervention,Environmental Justice,Spring 2022
188,"Graff, Michelle",Journal Publication,How low-income households cope with energy insecurity and utility disconnections,The Proceedings of the National Academy of Sciences (PNAS),Spring 2022
189,"Graff, Michelle",Presentation,Utility disconnection protections and the incidence of energy insecurity in the United States.,NBER Distributional Consequences of New Energy Policies Preconference,Summer 2022
190,"Graff, Michelle",Presentation,Household energy insecurity,2022 Climate-Tech Policy “Boot Camp” for Early Career Researchers,Summer 2022
191,"Graff, Michelle",Journal Publication,The Persistence of Household Energy Security during the COVID-19 Pandemic,Environmental Research Letters,Fall 2022
192,"Graff, Michelle",Other,Support for climate policy researchers,Science,Fall 2022
