#,Name,Type,Title,Outlet,Semester
20,"Ao, Geyou",Poster Presentation,Assessing cytotoxicity of boron nitride nanotubes with bioprinted human liver cells,American Chemical Society Spring 2022 Meeting,Spring 2022
21,"Ao, Geyou",Presentation,Photochemical Functionalization of Carbon Nanotubes and Effects of Solvent Environment on Oxygen and Diazonium Doping,American Institute of Chemical Engineers North Central Regional Conference,Spring 2022
22,"Ao, Geyou",Poster Presentation,Liquid Dispersion of Hexagonal Boron Nitride and Emulsion Production,American Institute of Chemical Engineers North Central Regional Conference,Spring 2022
23,"Ao, Geyou",Presentation,Cytotoxicity Study of Boron Nitride Nanotubes using Bioprinted Human Liver Cells,American Chemical Society Spring 2022 Meeting,Spring 2022
24,"Ao, Geyou",Presentation,Nanotechnology Teacher Workshop,"Bridging Engineering, Science and Technology (BEST) Medicine Engineering Fair",Spring 2022
25,"Ao, Geyou",Poster Presentation,Solvent Effects on the Photochemical Reactions of Carbon Nanotubes by Oxygen and Diazonium Doping,American Chemical Society Spring 2022 Meeting,Spring 2022
26,"Ao, Geyou",Presentation,Synthesis and Application of GlycopolymerWrapped Carbon Nanotubes for Detecting Carbohydrate-Protein Interactions,2022 American Institute of Chemical Engineers Annual Meeting,Fall 2022
27,"Ao, Geyou",Presentation,BioNano Materials Lab,Society of Physics Students/Choose Ohio First-Math Meeting,Fall 2022
28,"Ao, Geyou",Patent,ALIGNED BORON NITRIDE NANOTUBE FILMS,"Utility Patent Serial No. 16/775,319",Fall 2022
29,"Ao, Geyou",Patent,Boron Nitride Nanomaterial Compositions,"Utility Patent Serial No. 17/249,619 ",Fall 2022
30,"Ao, Geyou",Presentation,Effects of Solvent on the Photochemical Functionalization of Carbon Nanotubes,2022 American Institute of Chemical Engineers Annual Meeting,Fall 2022
31,"Ao, Geyou",Presentation,BioNano Materials Lab - Technology Transfer,Innovation Day,Spring 2023
32,"Ao, Geyou",Poster Presentation,Cytotoxicity of Boron Nitride Nanotubes using Human Liver Cancer Cells,Innovation Day,Spring 2023
33,"Ao, Geyou",Poster Presentation,Carbon Nanotube Quantum Defects: How Water Impacts the Reaction of Aryl Diazonium Salts with Carbon Nanotubes,Innovation Day,Spring 2023
34,"Ao, Geyou",Poster Presentation,Dispersion and Assembly of Pectin-wrapped Boron Nitride Nanotubes in Cellulose Nanocrystal Suspensions for Aligned Thin Films,Innovation Day,Spring 2023
35,"Chi, Zicheng",Journal Publication,Simultaneous Bi-Directional Communications and Data Forwarding Using a Single ZigBee Data Stream,IEEE/ACM Transactions on Networking,Spring 2021
36,"Chi, Zicheng",Proceedings Publication,Verification and Redesign of OFDM Backscatter,18th USENIX Symposium on Networked Systems Design and Implementation (NSDI 21),Spring 2021
37,"Chi, Zicheng",Journal Publication,Coexistent Routing and Flooding Using WiFi Packets in Heterogeneous IoT Network,IEEE/ACM Transactions on Networking,Fall 2021
38,"Chung, Sun Sunnie",Presentation,Machine Learning Approach for Untargeted Metabolomic Analysis of Plasma of Traumatic Brain Injured Mice,Research Presentation for Veteran Hospital and University Hospital ,Fall 2021
39,"Chung, Sun Sunnie",Book,Automatic Identification and Analysis of Basketball Plays: NBA On-Ball Screens,Springer's Studies in Computational Intelligence,Summer 2022
40,"Chung, Sun Sunnie",Journal Publication,Semi-Supervised Network Intrusion Detection with Two Phased Hybrid Ensemble Method,IEEE Transactions on Emerging Topics in Computational Intelligence,Spring 2023
41,"Chung, Sun Sunnie",Journal Publication,Network Intrusion Detection with Two-Phased Hybrid Ensemble Learning and Automatic Feature Selection,IEEE Access,Spring 2023
42,"Chung, Sun Sunnie",Presentation,Faculty Leaders Advancing Gender Equity in STEM (FLAGS): Work Life Balance,NSF ADVANCE,Spring 2023
43,"Chu, Pong P",Book,"Verilog 예제로 배우는 FPGA 프로토타이핑 (Korean translation of ""FPGA Prototyping with FPGA"") ",,Fall 2020
44,"Chu, Pong P",Journal Publication,Effects of a Spiral Curriculum with Application-Based Project and Lab Components on Motivation and Achievement of Engineering Students in an Urban University,IEEE Transactions on Education,Spring 2022
45,"Dong, Lili",Proceedings Publication,Robust Controller Design for Automatic Voltage Regulation,American Control Conference,Summer 2020
46,"Dong, Lili",Journal Publication,Adaptive Back-stepping Control on Container Ships for Path Following,Journal of Systems Engineering and Electronics,Summer 2020
47,"Dong, Lili",Journal Publication,Extended State Observer Based Pressure Control for Pneumatic Actuator Servo Systems,Control Theory and Technology,Spring 2021
48,"Dong, Lili",Journal Publication,Modeling and Cascade Control of a Pneumatic Positioning System,"ASME Journal of Dynamic Systems, Measurement, and Control",Spring 2022
49,"Dong, Lili",Journal Publication,Modeling and Cascade Control of a Pneumatic Positioning System,"ASME Journal of Dynamic Systems, Measurement, and Control",Summer 2022
50,"Dong, Lili",Presentation,FLAGS: Faculty Leaders Advancing Gender Equity in STEM,Society for Industrial and Organizational Psychology Annual Conference,Spring 2023
51,"Gao, Zhiqiang",Proceedings Publication,Design of ADRC for Second-Order Mechanical Systems without Time-Derivatives in the Tracking Controller,2020 American Control Conference (ACC),Fall 2020
52,"Gao, Zhiqiang",Journal Publication,Robust Tracking in Underactuated Systems Using Flatness-Based ADRC With Cascade Observers,"Journal of Dynamic Systems, Measurement, and Control",Fall 2020
53,"Gao, Zhiqiang",Proceedings Publication,Active Disturbance Rejection Control for Discrete Systems,2020 IEEE 9th Data Driven Control and Learning Systems Conference (DDCLS),Fall 2020
54,"Gao, Zhiqiang",Journal Publication,Active disturbance rejection synchronization control for parallel electro-coating conveyor,ISA Transactions,Fall 2020
55,"Gao, Zhiqiang",Journal Publication,Flatness based ADRC Control of Lagrangian Systems: A moving crane.,IFAC-PapersOnLine,Fall 2020
56,"Gao, Zhiqiang",Journal Publication,"Design, analysis and application of a new disturbance rejection PID for uncertain systems",ISA Transactions,Fall 2020
57,"Gao, Zhiqiang",Journal Publication,Disturbance Observer Based Control Design via Active Disturbance Rejection Control: A PMSM Example,IFAC-PapersOnLine,Fall 2020
58,"Gao, Zhiqiang",Journal Publication,Active disturbance rejection control of torsional plant with unknown frequency harmonic disturbance,Control Engineering Practice,Fall 2020
59,"Gao, Zhiqiang",Journal Publication,On the Principle and Applications of Conditional Disturbance Negation,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Fall 2020
60,"Gao, Zhiqiang",Proceedings Publication,On the Equivalence between PID-like controller and LADRC for second-order systems,2020 IEEE 9th Data Driven Control and Learning Systems Conference (DDCLS),Fall 2020
61,"Gao, Zhiqiang",Journal Publication,On multi-axis motion synchronization: The cascade control structure and integrated SMC–ADRC design,ISA Transactions,Spring 2021
62,"Gao, Zhiqiang",Journal Publication,Active disturbance rejection control for discrete systems with zero dynamics,International Journal of Robust and Nonlinear Control,Spring 2021
63,"Gao, Zhiqiang",Journal Publication,On transitioning from PID to ADRC in thermal power plants,Control Theory and Technology,Spring 2021
64,"Gao, Zhiqiang",Journal Publication,Fractional order active disturbance rejection control with the idea of cascaded fractional order integrator equivalence,ISA Transactions,Fall 2021
65,"Gao, Zhiqiang",Proceedings Publication,Learning to Detect Phone-related Pedestrian Distracted Behaviors with Synthetic Data,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),Fall 2021
66,"Gao, Zhiqiang",Journal Publication,Flatness-Based Discrete Active Disturbance Rejection Control for the Flexible Transmission System,"Journal of Control, Automation and Electrical Systems",Fall 2021
67,"Gao, Zhiqiang",Journal Publication,Active Disturbance Rejection Control for Reference Trajectory Tracking Tasks in the Pendubot System,IEEE Access,Fall 2021
68,"Gao, Zhiqiang",Journal Publication,Uncovering Disturbance Observer and Ultra-Local Plant Models in Series PI Controllers,Symmetry,Fall 2022
69,"Gao, Zhiqiang",Journal Publication,A controller design method for high-order unstable linear time-invariant systems,ISA Transactions,Fall 2022
70,"Gao, Zhiqiang",Proceedings Publication,A PID Controller based on ESO and Tuning Method,2022 IEEE 11th Data Driven Control and Learning Systems Conference (DDCLS),Fall 2022
71,"Goudarzi, Navid",Proceedings Publication,Wind Farm Clustering Methods for Power Forecasting,,Fall 2022
72,"Hung, Yung-Tse",Chapter,Greenhouse gases,HANDBOOK OF ENVIRONMENT AND WASTE MANAGEMENT: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
73,"Hung, Yung-Tse",Journal Publication,Treatment of Vegetable Oil Refining Wastes,"Evolutionary Progress in Science, Technology, Engineering, Arts, and Mathematics (STEAM)",Fall 2020
74,"Hung, Yung-Tse",Journal Publication,CATIONIC SURFACTANT ANALYSIS WITH GOOD LABORATORY PRACTICE,"$backslash$"" Environmental Science, Technology, Engineering, Arts, and Mathematics (STEM)$backslash$""",Fall 2020
75,"Hung, Yung-Tse",Journal Publication,Methane Gas Production from Animal Waste,Overseas Chinese Environmental Engineers and Scientists Association (OCEESA) Report,Fall 2020
76,"Hung, Yung-Tse",Journal Publication,Landfill Methane Emissions,,Fall 2020
77,"Hung, Yung-Tse",Journal Publication,Cationic Surfactant Analysis with Good Laboratory Practice,,Fall 2020
78,"Hung, Yung-Tse",Journal Publication,Treatment of Timber Industry Wastes,Overseas Chinese Environmental Engineers and Scientists Association (OCEESA) Report,Fall 2020
79,"Hung, Yung-Tse",Journal Publication,"Overseas Chinese Environmental Engineers and Scientists Association (OCEESA) Report, Regular Issue, February 2020",,Fall 2020
80,"Hung, Yung-Tse",Journal Publication,Application of Ionizing Radiation in Wastewater Treatment: An Overview,Water (Switzerland),Fall 2020
81,"Hung, Yung-Tse",Chapter,Mitigation of Sulfur Dioxide and Other Air Pollutants,HANDBOOK OF ENVIRONMENT AND WASTE MANAGEMENT: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
82,"Hung, Yung-Tse",Chapter,Reduction and Mitigation of Greenhouse Gases,HANDBOOK OF ENVIRONMENT AND WASTE MANAGEMENT: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
83,"Hung, Yung-Tse",Chapter,"The Causes, History and Effects of Acid Rain",HANDBOOK OF ENVIRONMENT AND WASTE MANAGEMENT: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
84,"Hung, Yung-Tse",Chapter,Nitrous Oxide Emissions and Mitigation,HANDBOOK OF ENVIRONMENT AND WASTE MANAGEMENT: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
85,"Hung, Yung-Tse",Chapter,Agricultural Sources of Greenhouse Gases,HANDBOOK OF ENVIRONMENT AND WASTE MANAGEMENT: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
86,"Hung, Yung-Tse",Chapter,"Analysis of Energy Consumption and Emission of CO2 in Students’ Halls of Residence (Hostels) in Lagos, Nigeria",HANDBOOK OF ENVIRONMENT AND WASTE MANAGEMENT: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
87,"Hung, Yung-Tse",Chapter,Rain pH Estimation Based on the Particulate Matter Pollutants and Wet Deposition Study,HANDBOOK OF ENVIRONMENT AND WASTE MANAGEMENT: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
88,"Hung, Yung-Tse",Chapter,Carbon Dioxide Emission and Mitigation,HANDBOOK OF ENVIRONMENT AND WASTE MANAGEMENT: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
89,"Hung, Yung-Tse",Chapter,Acid Rain: A Growing Global Concern,HANDBOOK OF ENVIRONMENT AND WASTE MANAGEMENT: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
90,"Hung, Yung-Tse",Chapter,Global warming and mitigation,Handbook of environment and waste management: Acid rain and greenhouse gas pollution control,Fall 2020
91,"Hung, Yung-Tse",Chapter,Sulfur Dioxide Emission and Mitigation,Handbook of Environment and Waste Management: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
92,"Hung, Yung-Tse",Chapter,Landfill methane emissions,Handbook of environment and waste management: Acid rain and greenhouse gas pollution control,Fall 2020
93,"Hung, Yung-Tse",Journal Publication,Handbook of environment and waste management: Acid rain and greenhouse gas pollution control,,Fall 2020
94,"Hung, Yung-Tse",Journal Publication,Treatment of combined disperse yellow 3 and coffee wastewater by low-cost Agro-based adsorbents,Int. J. Mod. Trends Sci. Technol,Fall 2020
95,"Hung, Yung-Tse",Book,Handbook Of Environment And Waste Management-Volume 3: Acid Rain And Greenhouse Gas Pollution Control,World Scientific,Fall 2020
96,"Hung, Yung-Tse",Chapter,"The Impact Assessment of Energy, Agriculture, and Socioeconomic Indicators on Carbon Dioxide Emissions in Ghana",Handbook of Environment and Waste Management: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
97,"Hung, Yung-Tse",Journal Publication,Chemical waste and allied products,Water Environment Research,Fall 2020
98,"Hung, Yung-Tse",Chapter,Ambient ozone alternative monitoring and biomonitoring with higher plants,HANDBOOK OF ENVIRONMENT AND WASTE MANAGEMENT: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
99,"Hung, Yung-Tse",Journal Publication,Treatment of vegetable oil refining wastes,,Fall 2020
100,"Hung, Yung-Tse",Journal Publication,Coagulation-flocculation treatment for naphthol green band flour wastewater,International Journal for Modern Trends in Science and Technology,Fall 2020
101,"Hung, Yung-Tse",Chapter,Ground-level ozone profile and the role of plants as sources and sinks,Handbook of Environment and Waste Management: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
102,"Hung, Yung-Tse",Chapter,Ozone effects on vegetation: a walk from cells to ecosystems,Handbook of Environment and Waste Management: Acid Rain and Greenhouse Gas Pollution Control,Fall 2020
103,"Hung, Yung-Tse",Journal Publication,Application of Ionizing Radiation in Wastewater Treatment: An Overview,Water,Fall 2020
104,"Hung, Yung-Tse",Journal Publication,Reasons of Acceptance and Barriers of House Onsite Greywater Treatment and Reuse in Palestinian Rural Areas,Water,Fall 2020
105,"Hung, Yung-Tse",Journal Publication,CATIONIC SURFACTANT ANALYSIS WITH GOOD LABORATORY PRACTICE,"Environmental Science, Technology, Engineering, Arts, and Mathematics (STEM)",Fall 2020
106,"Hung, Yung-Tse",Journal Publication,Treatment of Combine Dye And Flour Wastewater By Coagulation Process,,Fall 2020
107,"Hung, Yung-Tse",Journal Publication,Treatment of combined acid black 48 and coffee wastewater by low-cost adsorbents,"Environmental Research, Engineering and Management",Fall 2020
108,"Hung, Yung-Tse",Journal Publication,Practices of solid waste processing and disposal,Solid Waste Engineering and Management: Volume 1,Fall 2021
109,"Hung, Yung-Tse",Journal Publication,Composting processes for food processing wastes: A review,"GSC Advanced Research and Reviews, 8 (1)",Fall 2021
110,"Hung, Yung-Tse",Journal Publication,Reduction of COD and highly coloured mature landfill leachate by tin tetrachloride with rubber seed and polyacrylamide,Water,Fall 2021
111,"Hung, Yung-Tse",Journal Publication,Synthetic wastewater treatment using agro-based adsorbents,Walailak Journal of Science and Technology (WJST),Fall 2021
112,"Hung, Yung-Tse",Journal Publication,Mechanical Volume Reduction,Solid Waste Engineering and Management: Volume 1,Fall 2021
113,"Hung, Yung-Tse",Journal Publication,Landfilling and Its Environmental Impacts,Solid Waste Engineering and Management: Volume 1,Fall 2021
114,"Hung, Yung-Tse",Journal Publication,Solid Waste Systems Planning,Solid Waste Engineering and Management: Volume 1,Fall 2021
115,"Hung, Yung-Tse",Journal Publication,Agricultural Waste as a Low-Cost Adsorbent,Integrated Natural Resources Research,Fall 2021
116,"Hung, Yung-Tse",Journal Publication,Waste Transportation and Transfer Station,Solid Waste Engineering and Management: Volume 1,Fall 2021
117,"Hung, Yung-Tse",Journal Publication,Cationic surfactant analysis with good laboratory practice and waste management,Integrated Natural Resources Research,Fall 2021
118,"Hung, Yung-Tse",Journal Publication,Advances in Treatment of Vegetable Oil Refining Wastes,Environmental and Natural Resources Engineering,Fall 2021
119,"Hung, Yung-Tse",Other,Water quality engineering and wastewater treatment,MDPI,Fall 2021
120,"Hung, Yung-Tse",Journal Publication,Treatment of Wastewaters from Chemical Industries,Integrated Natural Resources Research,Fall 2021
121,"Hung, Yung-Tse",Journal Publication,Introduction to solid waste management,Solid Waste Engineering and Management: Volume 1,Fall 2021
122,"Hung, Yung-Tse",Journal Publication,Biohydrogen production through mixed culture dark anaerobic fermentation of industrial waste,Integrated Natural Resources Management,Fall 2021
123,"Hung, Yung-Tse",Journal Publication,Surface water quality and analysis,Integrated Natural Resources Management,Fall 2021
124,"Hung, Yung-Tse",Journal Publication,Utilization of agro-based adsorbents in binary wastewater treatment,Journal of Environmental Science and Pollution Research,Fall 2021
125,"Hung, Yung-Tse",Journal Publication,Combined Coagulation-microfiltration process for dye wastewater treatment,Journal of Indian Association for Environmental Management,Fall 2021
126,"Hung, Yung-Tse",Journal Publication,"Waste Vegetable oils, fats, and cooking oils in biodiesel production",Integrated Natural Resources Research,Fall 2021
127,"Hung, Yung-Tse",Book,Solid Waste Engineering and Management,Springer,Fall 2021
128,"Hung, Yung-Tse",Journal Publication,Composting processes for disposal of municipal and agricultural solid wastes,Solid Waste Engineering and Management: Volume 1,Fall 2021
129,"Hung, Yung-Tse",Book,Integrated natural resources research,Springer,Fall 2021
130,"Hung, Yung-Tse",Journal Publication,Enhancement of Power Generation and Organic Removal in Double Anode Chamber Designed Dual-Chamber Microbial Fuel Cell (DAC-DCMFC),Water,Fall 2021
131,"Hung, Yung-Tse",Journal Publication,Biohydrogen Production from Lignocellulosic Biomass by Extremely Halotolerant Bacterial Communities from a Salt Pan and Salt-Damaged Soil,Integrated Natural Resources Management,Fall 2021
132,"Hung, Yung-Tse",Journal Publication,Composting for Food Processing Wastes,Integrated Natural Resources Research,Fall 2021
133,"Hung, Yung-Tse",Journal Publication,Treatment of Electrical and Electronic Component Manufacturing Wastes,Integrated Natural Resources Management,Fall 2021
134,"Hung, Yung-Tse",Chapter,Introductory Chapter: Uncertainty Management to Support Pollution Prevention and Control Decisions,"Engineering Problems-Uncertainties, Constraints and Optimization Techniques",Fall 2021
135,"Hung, Yung-Tse",Journal Publication,Cooling and reuse of thermal discharges,Environmental and Natural Resources Engineering,Fall 2021
136,"Hung, Yung-Tse",Journal Publication,Fenton Oxidation and Biological Activated Carbon Treatment for Recycling Biotreated Coking Plant Wastewater,Integrated Natural Resources Research,Fall 2021
137,"Hung, Yung-Tse",Journal Publication,Combustion and incineration,Solid Waste Engineering and Management: Volume 1,Fall 2021
138,"Hung, Yung-Tse",Journal Publication,Comparison of dye wastewater treatment methods: A review.,"GSC Advanced Research and Reviews, 10 (2)",Fall 2022
139,"Hung, Yung-Tse",Chapter,Sanitary Landfill Types and Design,Solid Waste Engineering and Management: Volume 2,Fall 2022
140,"Hung, Yung-Tse",Chapter,Optimization processes of biodiesel production from pig and neem (Azadirachta indica A. Juss) seeds blend oil using alternative catalysts from waste biomass,"Waste Treatment in the Biotechnology, Agricultural and Food Industries: Volume 1",Fall 2022
141,"Hung, Yung-Tse",Chapter,Health and Safety Considerations in Waste Management,Solid Waste Engineering and Management: Volume 3,Fall 2022
142,"Hung, Yung-Tse",Chapter,Biodrying of Municipal Solid Waste: A Case Study in Malaysia,Solid Waste Engineering and Management: Volume 3,Fall 2022
143,"Hung, Yung-Tse",Chapter,Rubber Tire Recycling and Disposal,Solid Waste Engineering and Management: Volume 3,Fall 2022
144,"Hung, Yung-Tse",Chapter,Sewage Sludge Recycling and Disposal,Solid Waste Engineering and Management: Volume 2,Fall 2022
145,"Hung, Yung-Tse",Chapter,Composting by Black Soldier Fly,Solid Waste Engineering and Management: Volume 3,Fall 2022
146,"Hung, Yung-Tse",Chapter,Castor Oil: A Promising Source for the Production of Flavor and Fragrance Through Lipase-Mediated Biotransformation,"Waste Treatment in the Biotechnology, Agricultural and Food Industries: Volume 1",Fall 2022
147,"Hung, Yung-Tse",Chapter,Management and Treatment of Livestock Wastes,"Waste Treatment in the Biotechnology, Agricultural and Food Industries: Volume 1",Fall 2022
148,"Hung, Yung-Tse",Chapter,Production and Applications of Crude Polyhydroxyalkanoate-Containing Bioplastic from the Agricultural and Food-Processing Wastes,"Waste Treatment in the Biotechnology, Agricultural and Food Industries: Volume 1",Fall 2022
149,"Hung, Yung-Tse",Book,"Waste Treatment in the Biotechnology, Agricultural and Food Industries: Volume 1",Springer Nature,Fall 2022
150,"Hung, Yung-Tse",Journal Publication,Recovery of Plastic Waste,Solid Waste Engineering and Management: Volume 2,Fall 2022
151,"Hung, Yung-Tse",Chapter,Health-Care Waste Management,Solid Waste Engineering and Management: Volume 3,Fall 2022
152,"Hung, Yung-Tse",Chapter,Treatment and minimization of waste in baker’s yeast industry,"Waste Treatment in the Biotechnology, Agricultural and Food Industries: Volume 1",Fall 2022
153,"Hung, Yung-Tse",Chapter,Construction and Demolition (C&D) Waste Management and Disposal,Solid Waste Engineering and Management: Volume 2,Fall 2022
154,"Hung, Yung-Tse",Chapter,Vermicomposting Process for Treating Agricultural and Food Wastes,"Waste Treatment in the Biotechnology, Agricultural and Food Industries: Volume 1",Fall 2022
155,"Hung, Yung-Tse",Chapter,Landfill After-Care Management Plan,Solid Waste Engineering and Management: Volume 2,Fall 2022
156,"Hung, Yung-Tse",Journal Publication,Influence of Particle Size and Zeta Potential in Treating Highly Coloured Old Landfill Leachate by Tin Tetrachloride and Rubber Seed,International Journal of Environmental Research and Public Health,Fall 2022
157,"Hung, Yung-Tse",Chapter,Energy recovery from solid waste,Solid Waste Engineering and Management: Volume 3,Fall 2022
158,"Hung, Yung-Tse",Chapter,Landfill leachate collection and characterization,Solid Waste Engineering and Management: Volume 2,Fall 2022
159,"Hung, Yung-Tse",Journal Publication,Kinetic Study of the Anaerobic Digestion of Recycled Paper Mill Effluent (RPME) by Using a Novel Modified Anaerobic Hybrid Baffled (MAHB) Reactor,Water,Fall 2022
160,"Hung, Yung-Tse",Journal Publication,Applications of nano-zeolite in wastewater treatment: An overview,Water,Fall 2022
161,"Hung, Yung-Tse",Journal Publication,Application of Conductive Concrete as a Microbial Fuel Cell to Control H2S Emission for Mitigating Sewer Corrosion,Water,Fall 2022
162,"Hung, Yung-Tse",Journal Publication,Influence of salts on the photocatalytic degradation of formic acid in wastewater,International journal of environmental research and public health,Fall 2022
163,"Hung, Yung-Tse",Journal Publication,"Cesspits as onsite sanitation facilities in the non-sewered palestinian rural areas: users’ satisfaction, needs and perception",Water,Fall 2022
164,"Hung, Yung-Tse",Journal Publication,Effects of stepwise temperature shifts in anaerobic digestion for treating municipal wastewater sludge: a genomic study,International Journal of Environmental Research and Public Health,Fall 2022
165,"Hung, Yung-Tse",Journal Publication,"Heavy metals in harvested rainwater used for domestic purposes in rural areas: Yatta Area, Palestine as a case study",International Journal of Environmental Research and Public Health,Fall 2022
166,"Hung, Yung-Tse",Journal Publication,"Statistical Modeling and Optimization of Process Parameters for 2, 4-Dichlorophenoxyacetic Acid Removal by Using AC/PDMAEMA Hydrogel Adsorbent: Comparison of Different RSM Designs and ANN Training Methods",Water,Fall 2022
167,"Hung, Yung-Tse",Journal Publication,"Modelling of runoff rates for a suburban area in Ibadan, Nigeria",International Journal of Environmental Engineering,Fall 2022
168,"Hung, Yung-Tse",Journal Publication,Biological Treatment of Cannery Wastes,,Fall 2022
169,"Hung, Yung-Tse",Journal Publication,Introductory Chapter: Uncertainty Management to Support Pollution Prevention and Control Decisions.,,Fall 2022
170,"Hung, Yung-Tse",Book,"Engineering Problems: Uncertainties, Constraints and Optimization Techniques",BoD--Books on Demand,Fall 2022
171,"Jenkins, Jacqueline M",Poster Presentation,Density in the Influence Area of Freeway On-Ramp Junctions,Midwest - Great Lakes Institute of Transportation Engineers Conference,Summer 2020
172,"Jenkins, Jacqueline M",Poster Presentation,Implementation of a Retake Test Policy - Who Benefits?,2023 Annual Conference of the American Society for Engineering Education,Spring 2023
173,"Kidando, Emmanuel",Journal Publication,Estimating the Mobility Benefits of Adaptive Signal Control Technology Using a Bayesian Switch-point Regression Model,"Journal of Transportation Engineering, Part A: System",Spring 2022
174,"Kidando, Emmanuel",Journal Publication,Estimating the Mobility Benefits of Adaptive Signal Control Technology Using a Bayesian Switch-point Regression Model,"Journal of Transportation Engineering, Part A: System",Spring 2022
175,"Kidando, Emmanuel",Journal Publication,Analysis of Residents' Stated Preferences of Shared Micro-mobility Devices using Regression-Text Mining Approach,Journal of Transportation Planning and Technology,Summer 2022
176,"Kidando, Emmanuel",Journal Publication,Exploring Pre-crash Gate Violations Behaviours of Drivers at Highway-rail Grade Crossings using A Mixed Multinomial Logit Model,International Journal of Injury Control and Safety Promotion,Summer 2022
177,"Kidando, Emmanuel",Journal Publication,Impacts of COVID-19 on the Operational Performance of Express Lanes and General-Purpose Lanes, Transportation Research Record: Journal of the Transportation Research Board,Fall 2022
