#,Name,Type,Title,Outlet,Semester
40,"Ban, John K",Creative Production,Ted X Recording,Cleveland State University,Summer 2020
41,"Ban, John K",Creative Production,The Abyssinian Mass ,The Jazz Heritage Orchestra and Community Mass Choir,Summer 2020
42,"Ban, John K",Creative Production,Engaging Cleveland Neighborhoods,Tremonster TV,Summer 2020
43,"Ban, John K",Creative Production,School of Communication Allumni Weekend,Cleveland State University,Summer 2020
44,"Ban, John K",Creative Production,Engaging Cleveland Neighborhood,Tremonster TV,Summer 2020
45,"Ban, John K",Creative Production,Engaging Cleveland Neighborhoods,Tremonster TV,Summer 2020
46,"Ban, John K",Creative Production,"Dr Richardsons, mulitimedia performance &#8220; How Education saved my Life&#8221;",Department of English and Black Studies,Summer 2020
47,"Ban, John K",Creative Production,Developing Jazz on Cleveland's westside,The Bop stop and hinge neighborhood,Summer 2020
48,"Ban, John K",Creative Production,"7th Annual Cleveland Blues Soceity ""On  to Memphis International Blues Challenge""",Ridge park party center,Summer 2020
49,"Ban, John K",Creative Production,More Sports and Les Levine,Time Warner Cable,Summer 2020
50,"Ban, John K",Creative Production,50th anniversary Block Party ,In house archive video,Summer 2020
51,"Ban, John K",Creative Production,Cleveland Beat ,Television Pilot,Summer 2020
52,"Ban, John K",Creative Production,CSU E21st and E22nd Band performances at the Bevy and Cebars Euclid tavern,The Bevy at Lakewood and Cebars Euclid Tavern,Summer 2020
53,"Ban, John K",Creative Production,Jazz Heritage Orchestra Event,Main Campus Auditorium,Summer 2020
54,"Ban, John K",Creative Production,Jazz Heritage Orchestra- Essentially Ellington,Main Campus Auditorium,Summer 2020
55,"Ban, John K",Creative Production,Cleveland Rock music class performance multicam recording,Cebars Euclid Tavern,Summer 2020
56,"Ban, John K",Creative Production,"""Cleveland Beat"" TV Show Pilot",Little Fish Records,Summer 2020
57,"Ban, John K",Creative Production,"The Cleveland Blues Society 5th annual Blues Challenge,","Bohemian Hall, Cleveland Ohio",Summer 2020
58,"Ban, John K",Creative Production,"The Cleveland Blues Society, Hall of Fame induction  documentary","Induction ceremony held at Wilberts nightclub, cleveland ohio",Summer 2020
59,"Baskind, Samantha",Presentation,"Moses Jacob Ezekiel: Confederate, Expatriate, Jewish Sculptor",Invited presentation ,Summer 2020
60,"Baskind, Samantha",Presentation,"Moses Jacob Ezekiel: Confederate, Expatriate, Jewish Sculptor",invited presentation ,Summer 2020
61,"Baskind, Samantha",Presentation,"Interviewed about “Harvey Pekar, Comics, and Cleveland” ","In conjunction with book launch for volume: ""Cleveland Jews and the Making of a Midwestern Community""",Summer 2020
62,"Baskind, Samantha",Other,Susanna and the Elders,"The Visual Commentary on Scripture, London: King's College ",Summer 2020
63,"Baskind, Samantha",Chapter,Esther in American Art,Esther in America ,Summer 2020
64,"Baskind, Samantha",Presentation,"Jews, Comics, and the Graphic Novel",Invited presentation ,Summer 2020
65,"Baskind, Samantha",Review,Book review of Sweet Noise: Love in Wartime,Jewish Book World,Summer 2020
66,"Baskind, Samantha",Presentation,Interview of Archie Rand,“Ish” Festival,Fall 2020
67,"Baskind, Samantha",Presentation,Archie Rand: When Comics Meet the Bible,In conjunction with exhibition at Skirball Museum in Cincinnati,Fall 2020
68,"Baskind, Samantha",Other,Interviewed by B’nai B’rith CEO Dan Mariaschin about my research on Jewish American art,,Fall 2020
69,"Baskind, Samantha",Chapter,"Everyman Versus Superman: Harvey Pekar, Comics, and Cleveland",Cleveland Jews and the Making of a Midwestern Community ,Fall 2020
70,"Baskind, Samantha",Other,Which Statues Should Fall?,Jewish Renaissance (UK magazine),Fall 2020
71,"Baskind, Samantha",Other,Encyclopedia article on George Segal,Encyclopedia of the Bible and Its Reception,Fall 2020
72,"Baskind, Samantha",Other,Personal Best: The Photography Dynasty That Made Everyone Look Great (in print and online - different titles),Smithsonian Magazine,Spring 2021
73,"Baskind, Samantha",Presentation,"Interview of Lanitra Berger, author of Irma Stern and the Racial Paradox of South African Modern Art: Audacities of Color",Cleveland Jewish Book Festival,Spring 2021
74,"Baskind, Samantha",Other,Siona Benjamin Paints Lilith of the Present,Lilith (magazine),Spring 2021
75,"Baskind, Samantha",Presentation,Moses Jacob Ezekiel’s Religious Liberty,Invited presentation ,Spring 2021
76,"Baskind, Samantha",Presentation,"Archie Rand, The 613",Docent introduction for Archie Rand exhibition at the Memorial Art Gallery,Spring 2021
77,"Baskind, Samantha",Other,"On the Anniversary of the Warsaw Ghetto Uprising, Recalling the Hope It Offers",Hyperallergic,Spring 2021
78,"Baskind, Samantha",Journal Publication,"Moses Jacob Ezekiel, Eve Hearing the Voice",Material and Visual Cultures of Religion,Spring 2021
79,"Baskind, Samantha",Presentation,"“Roaring Women Artists,” ","“Woman Who Roar Series” in conjunction with the exhibition “Notorious RBG: The Life and Times of Ruth Bader Ginsburg""",Spring 2021
80,"Baskind, Samantha",Other,The Jewish Sculptor of the Confederacy,Tablet Magazine ,Spring 2021
81,"Baskind, Samantha",Presentation,Archie Rand’s The 613: From Conception to Creation (a conversation with Archie Rand),Invited presentation ,Summer 2021
82,"Baskind, Samantha",Creative Production,Archie Rand: Sixty Paintings from the Bible,Wrote and directed a 30-minute video about the exhibition,Summer 2021
83,"Baskind, Samantha",Presentation,Archie Rand: When Comics Meet the Bible,Presentation for Reform Congregation Keneseth Israel,Summer 2021
84,"Baskind, Samantha",Other,Siona Benjamin: Blue Like Me (podcast),,Summer 2021
85,"Baskind, Samantha",Review,"Book review of Belonging and Betrayal: How Jews Made the Art World Modern, by Charles Dellheim",,Fall 2021
86,"Baskind, Samantha",Other,Encyclopedia article on Ruth Gikow,Jewish Women: A Comprehensive Historical Encyclopedia,Fall 2021
87,"Baskind, Samantha",Other,Zap! Bam! Swoosh! and So Much More: A Conversation with Jeremy Dauber about American Comics,PB Daily ,Fall 2021
88,"Baskind, Samantha",Presentation,Raphael Soyer and the Jewish American Immigrant Experience,Invited talk,Fall 2021
89,"Baskind, Samantha",Other,An Enduring Monument: Moses Jacob Ezekiel’s Religious Liberty (1876),National Museum of American Jewish History,Fall 2021
90,"Baskind, Samantha",Other,What Are We Missing in the Debate Around NYC City Hall’s Jefferson Statue?,Hyperallergic,Fall 2021
91,"Baskind, Samantha",Other,The Revolutionary Portraiture of Hung Liu,Smithsonian Magazine,Fall 2021
92,"Baskind, Samantha",Presentation,Raphael Soyer and the Jewish American Immigrant Experience,Invited talk,Fall 2021
93,"Baskind, Samantha",Other,The Legacy of Artist Audrey Flack,Smithsonian Magazine,Fall 2021
94,"Baskind, Samantha",Presentation,What is Jewish Art?: Controversy and Confusion,Invited presentation,Fall 2021
95,"Baskind, Samantha",Other,Encyclopedia article on Audrey Flack,Jewish Women: A Comprehensive Historical Encyclopedia,Fall 2021
96,"Baskind, Samantha",Presentation,Archie Rand: When Comics Meet the Bible,Invited presentation ,Fall 2021
97,"Baskind, Samantha",Presentation,What is Jewish Art?: Controversy and Confusion,Invited presentation ,Fall 2021
98,"Baskind, Samantha",Other,Encyclopedia article on Minna Citron,Jewish Women: A Comprehensive Historical Encyclopedia,Fall 2021
99,"Baskind, Samantha",Presentation,Superman’s ‘Jewish Origins’ and Other Thoughts on Jews and Comics,Invited presentation,Spring 2022
100,"Baskind, Samantha",Presentation,Stories of Purpose: The Legacy of Jews and Comics,Invited presentation,Spring 2022
101,"Baskind, Samantha",Chapter,David Bekker: An American View,David Bekker: An Artist of Two Worlds ,Spring 2022
102,"Baskind, Samantha",Other,"Before the Riddler, Batman’s Archenemy Was Hitler",Smithsonian Magazine,Spring 2022
103,"Baskind, Samantha",Other,"Happy Birthday, George Washington",Washington Post,Spring 2022
104,"Baskind, Samantha",Presentation,The Warsaw Ghetto in the American Cultural Imagination,Invited talk,Spring 2022
105,"Baskind, Samantha",Other,AJS Perspectives: The Art Issue,,Spring 2022
106,"Baskind, Samantha",Other,Beyond Borders: The Art of Siona Benjamin,"Editor Exhibition Catalog, Fereshteh Press ",Summer 2022
107,"Baskind, Samantha",Presentation,Henry Mosler and Jewish American Artists and the Gilded Age,Opening of an exhibition,Summer 2022
108,"Baskind, Samantha",Chapter,Jewish Artists Begin to Make Their Mark,"Yearning to Be Free: American Jewish Culture in the Gilded Age, 1865-1900 ",Summer 2022
109,"Baskind, Samantha",Presentation,Jewish American Artists in the Gilded Age,American Jewish Historical Society Biennial Conference,Summer 2022
110,"Baskind, Samantha",Chapter,Audrey Flack: Force of Nature,"Audrey Flack: Force of Nature, 1949-1956",Summer 2022
111,"Baskind, Samantha",Journal Publication,An Unprecedented Collaboration: Moses Jacob Ezekiel’s Portrait Bust of Rabbi Isaac Mayer Wise,American Jewish Archives Journal ,Summer 2022
112,"Baskind, Samantha",Other,The Story Behind One of the Most-Mocked Paintings in U.S. History,Smithsonian Magazine,Summer 2022
113,"Baskind, Samantha",Other,"The Lost Story of Lexington, the Record-Breaking Thoroughbred, Races Back to Life",Smithsonian Magazine,Summer 2022
114,"Baskind, Samantha",Presentation,History as Mystery: The Surprises Historical Objects Reveal,National Educators Institute: The Art and Science of Teaching Jewish History in America,Summer 2022
115,"Baskind, Samantha",Presentation,Censored by Princeton: Jewish American Artists and the Gilded Age,Invited talk,Summer 2022
116,"Baskind, Samantha",Other,Audrey Flack: With Darkness Comes Stars (exhibition catalog),Leipzig: Halle9 Technesphere,Summer 2022
117,"Baskind, Samantha",Review,"Book review of Is Superman Circumcised?: The Complete Jewish History of the World’s Greatest Hero, by Roy Schwartz",,Summer 2022
118,"Baskind, Samantha",Other,The Unrivaled Legacy of Dale Chihuly,Smithsonian Magazine,Fall 2022
119,"Baskind, Samantha",Other,Why the U.S. Rejected––Then Embraced––a Detroit Industrialist’s Rare Collection of Asian Art,Smithsonian Magazine,Fall 2022
120,"Baskind, Samantha",Other,"Moderator, “PSU Press Presents: Dimyonot""",,Fall 2022
121,"Baskind, Samantha",Other,Arlington National Cemetery’s Confederate Monument Has a Troubling History,Washington Post - also picked up by the Houston Chronicle and Connecticut Post,Fall 2022
122,"Baskind, Samantha",Presentation,Siona Benjamin: Crossing Boundaries and Building Bridges,"In conjunction with my curated exhibition at Skirball Museum, Cincinnati ",Spring 2023
123,"Baskind, Samantha",Presentation,"The Legacy of the Warsaw Ghetto Uprising, 80 Years Later",invited lecture for Smithsonian Institution,Spring 2023
124,"Baskind, Samantha",Presentation,“‘I like my Jews mean and fighting’: Leon Uris’ Mila 18 and the Warsaw Ghetto Uprising in American Culture,"Looking at the Ghetto: The Warsaw Ghetto Uprising, Eighty Years in Retrospect",Spring 2023
125,"Baskind, Samantha",Presentation,Archie Rand: When Comics Meet the Bible,Invited lecture,Spring 2023
126,"Baskind, Samantha",Other,"80 Years ago, a Warsaw Ghetto Uprising play aimed to save European Jews",Jewish News Syndicate ,Spring 2023
127,"Baskind, Samantha",Other,"Raphael Soyer, Dancing Lesson",Smarthistory,Spring 2023
128,"Baskind, Samantha",Chapter,Broken Eggs/Broken Dreams: The Art of Emily Steinberg,Bodies and Borders in Jewish Women’s Comics ,Spring 2023
129,"Baskind, Samantha",Presentation,Rembrandt and the Jews in Seventeenth-Century Amsterdam,Invited lecture,Spring 2023
130,"Baskind, Samantha",Other,Philip Pearlstein Painted the Naked Truth,Smithsonian Magazine,Spring 2023
131,"Baskind, Samantha",Other,Find Out If Your Ancestor Is Among These 19th-Century Silhouettes in This Newly Digitized Collection,Smithsonian Magazine ,Spring 2023
132,"Baumgartner, Michael",Chapter,Underscoring Chased Heroes and Robbing Villains: Music of Immediacy in New Hollywood Action Thrillers of the late 1960s and 1970s,"Music in Action Film: Sounds Like Action!, edited by James Buhler and Mark Durrand",Fall 2020
133,"Baumgartner, Michael",Presentation,Self-Reflexive Music and Comic Incongruity in the Golden Age of French Comedies (1960–80),Music and the Moving Image,Summer 2021
134,"Baumgartner, Michael",Presentation,Jean-Luc Godard and the Dismantling of Film Music,Inaugural lecture of lecture series CSU Salon: A community of Faculty in Creative Fields,Fall 2021
135,"Baumgartner, Michael",Journal Publication,"Jean-Luc Godard’s Prénom, Carmen (1983): Beethoven and the Concept of Two Sounds","Music, Sound, and the Moving Image",Spring 2022
136,"Baumgartner, Michael",Book,Metafilm Music in Jean-Luc Godard's Cinema,Oxford University Press,Spring 2022
137,"Baumgartner, Michael",Journal Publication,Jean-Luc Godard’s Le mépris: Conventional Film Music in an Unconventional Guise,The Soundtrack,Fall 2022
138,"Baumgartner, Michael",Book,"Music, Authorship, Narration, and Art Cinema in Europe: 1940s to 1980s",Routledge,Fall 2022
139,"Baumgartner, Michael",Journal Publication,Domination over the Risorgimento: Anton Bruckner’s Seventh Symphony in Luchino Visconti’s Senso (1954),Journal of the Royal Musical Association,Spring 2023
140,"Bayachou, Mekki",Journal Publication,Synthetic Melanin Films as Interfaces for Peroxynitrite Detection and Quantification,Journal of the Electrochemical Society,Summer 2021
141,"Bayachou, Mekki",Journal Publication,Bottom-Up Design of Grafted Organic Selenide Interface for Sensitive Electrocatalytic Peroxynitrite Detection,ChemElectoChem,Summer 2021
142,"Bayachou, Mekki",Journal Publication,"Cover Feature: Bottom-up Design of a Grafted Organic Selenide Interface for Sensitive Electrocatalytic Detection of
Peroxynitrite; ChemElectroChem 17/2021.",ChemElectroChem,Fall 2022
143,"Bercovici, Toby Vera",Creative Performance,The Life & Death of Queen Margaret,Zoom Staged Reading,Summer 2020
144,"Bercovici, Toby Vera",Creative Performance,Director,Michael Chekhov Association (MICHA) Digital Archives Launch,Fall 2020
145,"Bercovici, Toby Vera",Creative Performance,Lighting Designer,Gravity & Levity,Spring 2021
146,"Bercovici, Toby Vera",Creative Performance,The Moors,Creative Performance,Spring 2021
147,"Bercovici, Toby Vera",Creative Performance,"Iam, Hesaid: A Revolutionary",Station Hope,Summer 2021
148,"Bercovici, Toby Vera",Creative Performance,The Yellow Wallpaper: A Musical Adaptation,Adaptation & Performance,Summer 2021
149,"Bercovici, Toby Vera",Creative Performance,Director,ZOOM (Zone Of Open Minds) Playgroup,Summer 2021
150,"Bercovici, Toby Vera",Creative Performance,"Late, A Cowboy Song",Performances,Fall 2021
151,"Bercovici, Toby Vera",Creative Performance,"The Gentle Villainy of Richard III, Troubler of the Poor World's Peace",Performance,Spring 2022
152,"Bercovici, Toby Vera",Creative Performance,When the Mind's Free,Ongoing collaborative performance creation,Spring 2022
153,"Bercovici, Toby Vera",Presentation,"Queering ""Concept"": A Director's Matrix and ""The Body as Palimpsest: Developing Modalities for Theatrical Intimacy""",Association for Theatre in Higher Education Conference,Summer 2022
154,"Bercovici, Toby Vera",Presentation,Feminist *Annotations*: A Performative Lecture,Association for Theatre in Higher Education,Summer 2022
155,"Bercovici, Toby Vera",Creative Performance,Life Interrupted,Devised Theatre Performance,Fall 2022
156,"Bercovici, Toby Vera",Creative Performance,The Skin of Our Teeth,Performance,Spring 2023
157,"Berdis, Anthony Joseph",Journal Publication,Improving the Efficacy of Doxorubicin by Using Artificial Nucleosides to Inhibit Translesion DNA Synthesis,European Journal of Hematology,Summer 2021
158,"Berdis, Anthony Joseph",Presentation,Uptake on Nucleoside analogs used in chemotherapy,Drug Discovery Research Group CASE Cancer Center,Fall 2021
159,"Berdis, Anthony Joseph",Presentation,Artificial nucleosides as therapeutic and diagnostic agents against cancer. ,American Chemical Society (ACS) Regional Conference. ,Summer 2022
160,"Berdis, Anthony Joseph",Journal Publication,"Berdis, A. J. (2022) Artificial Nucleosides and Nucleotides: Applications in Biochemistry, Synthetic Biology, and Drug Discovery. ",Frontiers in Chemistry ,Fall 2022
161,"Bernd, Lisa J",Review,"Book Review. “Points of Convergence: Alternative Views on Performance.” Edited by Marta Dziewanska and Andre Lepecki. Warsaw: Museum of Modern Art, 2017; 258 pages.",Penn State University Press,Fall 2020
162,"Bernd, Lisa J",Creative Production,Theatre for Change: A Fundraiser for Black Lives Matter (A youtube showcase) featuring students and alumni of CLASS,CLASS/Department of Theatre and Dance,Fall 2020
163,"Bernd, Lisa J",Presentation,Lorraine Hansberry and Amiri Baraka: The Mimesis of Militancy in the Civil Rights Movement,Annual Comparative Drama Conference,Summer 2021
164,"Bernd, Lisa J",Presentation,"""History has its eyes on you:"" A Historio-theatrical Consideration of Hamilton as the 'New"" American Musical",7th Crossing Over Symposium,Summer 2021
165,"Bernd, Lisa J",Creative Production,Dramaturg,"The Gentle Villainy of Richard III, Troubler of the Poor World's Peace Directed by Toby Vera Bercovici",Spring 2022
166,"Bernd, Lisa J",Presentation,Moderator and Speaker. The Razor Edge of Danger. Spring 2023,The Razor Edge of Danger: Unpacking Thornton Wilder's Skin of Our Teeth. ,Spring 2023
167,"Bernd, Lisa J",Creative Production,"Dramaturg, Skin of Our Teeth. Directed by Toby Vera Bercovici.",Cleveland State University,Spring 2023
168,"Berry, Anne H",Presentation,"Ongoing Matter: Demystifying, Deciphering and Decoding Fact in the Mueller Report",Design Research Society 2020 Conference Workshop,Summer 2020
169,"Berry, Anne H",Creative Production,Alive,"Pen and ink illustration, will be published both digitally and in a hardbound book.",Fall 2020
170,"Berry, Anne H",Creative Production,"Ongoing Matter: Democracy, Design, and the Mueller Report (repeated and new work)","The Galleries at CSU, Cleveland State University, Cleveland, OH ",Fall 2020
171,"Berry, Anne H",Presentation,The Black Designer's Identity,Clark University Virtual Speaker Series,Fall 2020
172,"Berry, Anne H",Other,Honorable Mention award for Ongoing Matter poster series,Graphis Inc.,Spring 2021
173,"Berry, Anne H",Presentation,Ongoing Matters: Government Document Design in the Public’s Interest,Swiss Design Network Symposium: Design as Common Good,Spring 2021
174,"Berry, Anne H",Other,"Getting Back to Our Roots: Black, Brown + Latinx Graphic Design Educators (Book Launch Event)",Poster House,Spring 2021
175,"Berry, Anne H",Other,Making Public Information Actually Accessible to the Public is the Responsibility of Designers,AIGA Eye on Design,Spring 2021
176,"Berry, Anne H",Proceedings Publication,Ongoing Matters: Government Document Design in the Public’s Interest,Swiss Design Network: Design as Common Good / Framing Design through Pluralism and Social Values,Spring 2021
177,"Berry, Anne H",Presentation,Shared Visions for Change,RGD: 2021 Design Educators Conference – Webinar Series,Spring 2021
178,"Berry, Anne H",Creative Production,"Ongoing Matter: Democracy, Design, and the Mueller Report (repeated work)","Maxwell Hall at Indiana University, Bloomington, IN",Spring 2021
179,"Berry, Anne H",Other,"Black, Brown + Latinx Graphic Design Educators: An Open Discussion (Book Launch Event)",Parsons,Spring 2021
180,"Berry, Anne H",Book,https://www.amazon.com/Black-Brown-Latinx-Design-Educators/dp/1616899972/ref=sr_1_1?crid=2TUPWHTECO4MB&dchild=1&keywords=black+brown+and+latinx+design&qid=1621998453&sprefix=black+brown+and+latin%2Caps%2C190&sr=8-1,Princeton Architectural Press,Spring 2021
181,"Berry, Anne H",Presentation,"Forming Connections Between Calligraphy, Lettering, and Letterforms",Guest Lecturer: Virginia Tech Dean’s Design Lecture Series,Spring 2021
182,"Berry, Anne H",Other,The Virtual Design Classroom,Communication Arts,Spring 2021
183,"Berry, Anne H",Book,The Black Experience in Design,Allworth Press // Skyhorse Publishing Inc.,Summer 2021
184,"Berry, Anne H",Presentation,Moderator: Anti-Oppression & Resistance in Design,DePaul School of Design Talks (Spring Panel),Summer 2021
185,"Berry, Anne H",Presentation,"Research at the intersection of design + diversity, equity, and inclusion",CSU CLASS Dean’s Diversity Council Speaker Series,Fall 2021
186,"Berry, Anne H",Other,"Award, Ongoing Matter: IRA vs. Black Lives poster series",GD USA,Fall 2021
187,"Berry, Anne H",Other,"Gold Award, Graphis Protest Poster 2 for Ongoing Matter: IRA vs. Black Lives poster",Graphis Inc.,Spring 2022
188,"Berry, Anne H",Creative Production,"Ongoing Matter: Democracy, Design, and the Mueller Report (repeated and new work)","Radial Gallery + Index Gallery at the University of Dayton, Dayton, OH",Spring 2022
189,"Berry, Anne H",Presentation,IBM Racial Equity in Design Community Call ,Panel,Spring 2022
190,"Berry, Anne H",Presentation,Voices Together: At the intersection of Identity + Faith + Spirituality + Creativity,Artist Talk,Spring 2022
191,"Berry, Anne H",Presentation,"The Black Experience in Design: A Conversation w/ Dr. Lesley-Ann Noel, Anne H. Berry & June Grant",The Deep Dive podcast,Spring 2022
192,"Berry, Anne H",Presentation,Intersectional Us: The Black Experience in Design,"IDSA Women in Design Deep Dive Conference, Keynote Presentation",Spring 2022
193,"Berry, Anne H",Creative Production,With a Cast of Colored Stars (new work),Exhibition ,Spring 2022
194,"Berry, Anne H",Presentation,"Ongoing Matter: Democracy, Design, and the Mueller Report ",Exhibition Reception + Presentation,Spring 2022
195,"Berry, Anne H",Other,"Gold Award, Graphis Protest Poster 2 for Ongoing Matter poster series",Graphis Inc.,Spring 2022
196,"Berry, Anne H",Presentation,Filling in the narrative: Learning from silence and struggle in design education spaces,UCDA Design Education Summit // KEYNOTE,Summer 2022
197,"Berry, Anne H",Presentation,"Mainstage Speaker with Kelly Walters + Jennifer Rittner for The Black Experience in Design: Identity, Expression, and Reflection",AIGA the professional association for design // National Conference // MAINSTAGE,Fall 2022
198,"Berry, Anne H",Presentation,"Presenter, One of a few: When embracing vulnerability is a continual state of being",Mennonite Arts Weekend // Between: Embracing Vulnerability,Spring 2023
199,"Berry, Anne H",Presentation,Creative refuge: Building a culture of community and collaboration,"Invited Guest Presenter // Clark University, Higgins School of Humanities",Spring 2023
200,"Bickel, Jessica E",Poster Presentation,"REU: Synthesis, Assembly and Characterization of Soft Matter Systems",APS March Meeting 2021,Spring 2021
201,"Bickel, Jessica E",Presentation,Characterizing the effects of Temperature on the louche of Absinthe,APS March Meeting 2021,Spring 2021
202,"Bickel, Jessica E",Poster Presentation,Lowest Energy Orientation of Pentacene on Graphene,APS March Meeting 2021,Spring 2021
203,"Bickel, Jessica E",Journal Publication,Examining Peer Learning on Quizzes to Improve Student Outcomes in Introductory Physics,EJP,Summer 2021
204,"Bickel, Jessica E",Journal Publication,Examining Phase Transitions in Absinthe,ACS Omega,Summer 2021
205,"Bickel, Jessica E",Presentation,Self-Organization of Organic Molecules on Surfaces,APS March Meeting 2022,Spring 2022
206,"Bickel, Jessica E",Presentation,Utilizing Perusall to improve student conceptual learning in introductory physics,Provost's Teaching Summit,Spring 2022
207,"Bickel, Jessica E",Presentation,Utilizing Perusall Collaborative Reading to Facilitate Learning in Introductory Physics,AAPT summer meeting,Summer 2022
208,"Bickel, Jessica E",Poster Presentation,Utilizing Perusall Collaborative Reading to Facilitate Learning in Introductory Physics,PERC,Summer 2022
